Name,ID
AGXT_P21549_OID20139_v1_Cardiometabolic.tar,syn51468930
AHCY_P23526_OID20199_v1_Cardiometabolic.tar,syn51470240
AHNAK2_Q8IVF2_OID30244_v1_Cardiometabolic_II.tar,syn52362498
AHNAK_Q09666_OID30260_v1_Cardiometabolic_II.tar,syn52361593
AHSA1_O95433_OID31379_v1_Oncology_II.tar,syn52363193
AHSG_P02765_OID30706_v1_Inflammation_II.tar,syn52362467
AHSP_Q9NZD4_OID21078_v1_Neurology.tar,syn51468414
AIDA_Q96BJ3_OID30956_v1_Neurology_II.tar,syn52363638
AIF1L_Q9BQI0_OID30204_v1_Cardiometabolic_II.tar,syn52362849
AIF1_P55008_OID21234_v1_Oncology.tar,syn51470791
AIFM1_O95831_OID21287_v1_Oncology.tar,syn51469999
AK1_P00568_OID20122_v1_Cardiometabolic.tar,syn51471062
AK2_P54819_OID31142_v1_Neurology_II.tar,syn52362653
AKAP12_Q02952_OID30571_v1_Inflammation_II.tar,syn52363603
AKR1B10_O60218_OID30955_v1_Neurology_II.tar,syn52362243
AKR1B1_P15121_OID21244_v1_Oncology.tar,syn51468721
AKR1C4_P17516_OID20062_v1_Cardiometabolic.tar,syn51469028
AKR7L_Q8NHP1_OID30488_v1_Inflammation_II.tar,syn52361709
AKT1S1_Q96B36_OID20895_v1_Neurology.tar,syn51469116
AKT2_P31751_OID31052_v1_Neurology_II.tar,syn52362530
AKT3_Q9Y243_OID21197_v1_Oncology.tar,syn51470944
ALCAM_Q13740_OID20273_v1_Cardiometabolic.tar,syn51471198
ALDH1A1_P00352_OID21128_v1_Neurology.tar,syn51471350
ALDH2_P05091_OID31380_v1_Oncology_II.tar,syn52362974
ALDH3A1_P30838_OID20512_v1_Inflammation.tar,syn51469607
ALDH5A1_P51649_OID31047_v1_Neurology_II.tar,syn52362255
ALMS1_Q8TCU4_OID31275_v1_Oncology_II.tar,syn52361439
ALPI_P09923_OID30497_v1_Inflammation_II.tar,syn52363660
ALPP_P05187_OID21383_v1_Oncology.tar,syn51469883
AMBN_Q9NP70_OID20437_v1_Inflammation.tar,syn51468672
AMBP_P02760_OID21413_v1_Oncology.tar,syn51470188
AMDHD2_Q9Y303_OID30366_v1_Cardiometabolic_II.tar,syn52363653
AMFR_Q9UKV5_OID20806_v1_Neurology.tar,syn51470371
AMIGO1_Q86WK6_OID30881_v1_Neurology_II.tar,syn52363360
AMIGO2_Q86SJ2_OID21370_v1_Oncology.tar,syn51469111
AMN_Q9BXJ7_OID20492_v1_Inflammation.tar,syn51468810
AMOTL2_Q9Y2J4_OID31351_v1_Oncology_II.tar,syn52361343
AMOT_Q4VCS5_OID30572_v1_Inflammation_II.tar,syn52362029
AMPD3_Q01432_OID31139_v1_Neurology_II.tar,syn52361861
AMY1A_AMY1B_AMY1C_P0DUB6_P0DTE7_P0DTE8_OID30707_v1_Inflammation_II.tar,syn52361338
AMY2A_P04746_OID20333_v1_Cardiometabolic.tar,syn51469158
AMY2B_P19961_OID20340_v1_Cardiometabolic.tar,syn51471025
ANGPT1_Q15389_OID20740_v1_Inflammation.tar,syn51471320
ANGPT2_O15123_OID21463_v1_Oncology.tar,syn51468418
ANGPTL1_O95841_OID20211_v1_Cardiometabolic.tar,syn51470490
ANGPTL2_Q9UKU9_OID20726_v1_Inflammation.tar,syn51469585
ANGPTL3_Q9Y5C1_OID20407_v1_Cardiometabolic.tar,syn51468817
ANGPTL4_Q9BY76_OID20703_v1_Inflammation.tar,syn51468799
ANGPTL7_O43827_OID21412_v1_Oncology.tar,syn51470124
ANG_P03950_OID20403_v1_Cardiometabolic.tar,syn51469012
ANK2_Q01484_OID30161_v1_Cardiometabolic_II.tar,syn52361757
ANKMY2_Q8IV38_OID30518_v1_Inflammation_II.tar,syn52362204
ANKRA2_Q9H9E1_OID31173_v1_Oncology_II.tar,syn52362006
ANKRD54_Q6NXT1_OID21162_v1_Oncology.tar,syn51468845
ANP32C_O43423_OID30203_v1_Cardiometabolic_II.tar,syn52361331
ANPEP_P15144_OID20350_v1_Cardiometabolic.tar,syn51470939
ANXA10_Q9UJ72_OID20886_v1_Neurology.tar,syn51471452
ANXA11_P50995_OID20583_v1_Inflammation.tar,syn51471227
ANXA1_P04083_OID30617_v1_Inflammation_II.tar,syn52362680
ANXA2_P07355_OID30263_v1_Cardiometabolic_II.tar,syn52362565
ANXA3_P12429_OID21036_v1_Neurology.tar,syn51469713
ANXA4_P09525_OID20123_v1_Cardiometabolic.tar,syn51470805
ANXA5_P08758_OID20810_v1_Neurology.tar,syn51470480
AOC1_P19801_OID20452_v1_Inflammation.tar,syn51470391
AOC3_Q16853_OID20389_v1_Cardiometabolic.tar,syn51470284
AP1G2_O75843_OID31348_v1_Oncology_II.tar,syn52361914
AP2B1_P63010_OID30949_v1_Neurology_II.tar,syn52362636
AP3B1_O00203_OID31478_v1_Oncology_II.tar,syn52362134
AP3S2_P59780_OID31117_v1_Neurology_II.tar,syn52363498
APBB1IP_Q7Z5R6_OID21359_v1_Oncology.tar,syn51470275
APCS_P02743_OID30778_v1_Inflammation_II.tar,syn52361407
APEX1_P27695_OID21434_v1_Oncology.tar,syn51468408
APLP1_P51693_OID20164_v1_Cardiometabolic.tar,syn51468816
APOA1_P02647_OID30769_v1_Inflammation_II.tar,syn52362862
APOA2_P02652_OID30686_v1_Inflammation_II.tar,syn52363402
APOA4_P06727_OID30733_v1_Inflammation_II.tar,syn52361547
APOBR_Q0VD83_OID30246_v1_Cardiometabolic_II.tar,syn52361839
APOB_P04114_OID30673_v1_Inflammation_II.tar,syn52361466
APOC1_P02654_OID30749_v1_Inflammation_II.tar,syn52361316
APOD_P05090_OID30746_v1_Inflammation_II.tar,syn52361501
APOE_P02649_OID30727_v1_Inflammation_II.tar,syn52362532
APOF_Q13790_OID30701_v1_Inflammation_II.tar,syn52361579
APOH_P02749_OID21072_v1_Neurology.tar,syn51471179
APOL1_O14791_OID30708_v1_Inflammation_II.tar,syn52361624
APOM_O95445_OID20374_v1_Cardiometabolic.tar,syn51471413
APPL2_Q8NEU8_OID30590_v1_Inflammation_II.tar,syn52363464
APP_P05067_OID21070_v1_Neurology.tar,syn51470248
APRT_P07741_OID20927_v1_Neurology.tar,syn51471236
ARAF_P10398_OID31260_v1_Oncology_II.tar,syn52361543
AREG_P15514_OID21357_v1_Oncology.tar,syn51469051
ARF6_P62330_OID31523_v1_Oncology_II.tar,syn52362092
ARFIP1_P53367_OID31024_v1_Neurology_II.tar,syn52362940
ARG1_P05089_OID21445_v1_Oncology.tar,syn51471288
ARG2_P78540_OID31339_v1_Oncology_II.tar,syn52362140
ARHGAP1_Q07960_OID21202_v1_Oncology.tar,syn51470491
ARHGAP25_P42331_OID21255_v1_Oncology.tar,syn51470917
ARHGAP30_Q7Z6I6_OID31336_v1_Oncology_II.tar,syn52361644
ARHGAP45_Q92619_OID30653_v1_Inflammation_II.tar,syn52363652
ARHGAP5_Q13017_OID31190_v1_Oncology_II.tar,syn52361437
ARHGEF10_O15013_OID30994_v1_Neurology_II.tar,syn52361967
ARHGEF12_Q9NZN5_OID20554_v1_Inflammation.tar,syn51470728
ARHGEF1_Q92888_OID31133_v1_Neurology_II.tar,syn52362720
ARHGEF5_Q12774_OID30871_v1_Neurology_II.tar,syn52361728
ARID3A_Q99856_OID30861_v1_Neurology_II.tar,syn52362943
ARID4B_Q4LE39_OID20803_v1_Neurology.tar,syn51470780
ARL13B_Q3SXY8_OID30166_v1_Cardiometabolic_II.tar,syn52361813
ARL2BP_Q9Y2Y0_OID30121_v1_Cardiometabolic_II.tar,syn52363385
ARMCX2_Q7L311_OID30792_v1_Neurology_II.tar,syn52362502
ARNTL_O00327_OID30168_v1_Cardiometabolic_II.tar,syn52361684
ARNT_P27540_OID20432_v1_Inflammation.tar,syn51469848
ARSA_P15289_OID21138_v1_Neurology.tar,syn51469598
ARSB_P15848_OID21331_v1_Oncology.tar,syn51469841
ART3_Q13508_OID20346_v1_Cardiometabolic.tar,syn51471285
ART5_Q96L15_OID30828_v1_Neurology_II.tar,syn52361647
ARTN_Q5T4W7_OID20446_v1_Inflammation.tar,syn51469409
ASAH1_Q13510_OID30415_v1_Cardiometabolic_II.tar,syn52361517
ASAH2_Q9NR71_OID20996_v1_Neurology.tar,syn51469010
ASGR1_P07306_OID20990_v1_Neurology.tar,syn51469594
ASGR2_P07307_OID30679_v1_Inflammation_II.tar,syn52362449
ASPN_Q9BXN1_OID30315_v1_Cardiometabolic_II.tar,syn52363204
ASPSCR1_Q9BZE9_OID31055_v1_Neurology_II.tar,syn52361863
ASRGL1_Q7L266_OID30283_v1_Cardiometabolic_II.tar,syn52361880
ASS1_P00966_OID30170_v1_Cardiometabolic_II.tar,syn52362030
ATF2_P15336_OID20798_v1_Neurology.tar,syn51468746
ATF4_P18848_OID31162_v1_Oncology_II.tar,syn52361810
ATG16L1_Q676U5_OID31466_v1_Oncology_II.tar,syn52361443
ATG4A_Q8WYN0_OID21246_v1_Oncology.tar,syn51469849
ATOX1_O00244_OID21476_v1_Oncology.tar,syn51471192
ATP1B1_P05026_OID30124_v1_Cardiometabolic_II.tar,syn52361457
ATP1B2_P14415_OID30118_v1_Cardiometabolic_II.tar,syn52361591
ATP1B3_P54709_OID30065_v1_Cardiometabolic_II.tar,syn52361947
ATP1B4_Q9UN42_OID31230_v1_Oncology_II.tar,syn52361801
ATP2B4_P23634_OID30062_v1_Cardiometabolic_II.tar,syn52362686
ATP5F1D_P30049_OID30079_v1_Cardiometabolic_II.tar,syn52362948
ATP5IF1_Q9UII2_OID20760_v1_Inflammation.tar,syn51470140
ATP5PO_P48047_OID20811_v1_Neurology.tar,syn51468673
ATP6AP2_O75787_OID21178_v1_Oncology.tar,syn51471339
ATP6V1D_Q9Y5K8_OID21341_v1_Oncology.tar,syn51470359
ATP6V1F_Q16864_OID20843_v1_Neurology.tar,syn51471430
ATP6V1G1_O75348_OID30242_v1_Cardiometabolic_II.tar,syn52362719
ATP6V1G2_O95670_OID30167_v1_Cardiometabolic_II.tar,syn52363493
ATRAID_Q6UW56_OID31451_v1_Oncology_II.tar,syn52362503
ATRN_O75882-2_OID30735_v1_Inflammation_II.tar,syn52363489
ATXN10_Q9UBB4_OID20865_v1_Neurology.tar,syn51470230
ATXN2L_Q8WWM7_OID30980_v1_Neurology_II.tar,syn52363537
ATXN2_Q99700_OID30850_v1_Neurology_II.tar,syn52362430
ATXN3_P54252_OID31149_v1_Neurology_II.tar,syn52361988
AXIN1_O15169_OID20582_v1_Inflammation.tar,syn51470372
AXL_P30530_OID20363_v1_Cardiometabolic.tar,syn51470342
AZI2_Q9H6S1_OID31056_v1_Neurology_II.tar,syn52363011
AZU1_P20160_OID20309_v1_Cardiometabolic.tar,syn51471433
B2M_P61769_OID30725_v1_Inflammation_II.tar,syn52362971
B3GAT3_O94766_OID30165_v1_Cardiometabolic_II.tar,syn52362582
B3GNT7_Q8NFL0_OID30281_v1_Cardiometabolic_II.tar,syn52362302
B4GALT1_P15291_OID20780_v1_Inflammation.tar,syn51470389
B4GAT1_O43505_OID21127_v1_Neurology.tar,syn51469592
BABAM1_Q9NWV8_OID30466_v1_Inflammation_II.tar,syn52361913
BACH1_O14867_OID20505_v1_Inflammation.tar,syn51469172
BAG3_O95817_OID20972_v1_Neurology.tar,syn51469603
BAG4_O95429_OID30474_v1_Inflammation_II.tar,syn52362393
BAG6_P46379_OID20114_v1_Cardiometabolic.tar,syn51471463
BAIAP2_Q9UQB8_OID21250_v1_Oncology.tar,syn51471142
BAMBI_Q13145_OID21267_v1_Oncology.tar,syn51468786
BANK1_Q8NDB2_OID20594_v1_Inflammation.tar,syn51468990
BAP18_Q8IXM2_OID31150_v1_Neurology_II.tar,syn52361977
BATF_Q16520_OID30896_v1_Neurology_II.tar,syn52362463
BAX_Q07812_OID20856_v1_Neurology.tar,syn51470918
BCAM_P50895_OID21076_v1_Neurology.tar,syn51471291
BCAN_Q96GW7_OID20998_v1_Neurology.tar,syn51471201
BCAT1_P54687_OID30312_v1_Cardiometabolic_II.tar,syn52362131
BCAT2_O15382_OID30844_v1_Neurology_II.tar,syn52362755
BCHE_P06276_OID30717_v1_Inflammation_II.tar,syn52362721
BCL2L11_O43521-2_OID20513_v1_Inflammation.tar,syn51470273
BCL2L15_Q5TBC7_OID30498_v1_Inflammation_II.tar,syn52362681
BCL2L1_Q07817_OID31152_v1_Neurology_II.tar,syn52362783
BCL2_P10415_OID31454_v1_Oncology_II.tar,syn52362865
BCL7A_Q4VC05_OID31218_v1_Oncology_II.tar,syn52362485
BCL7B_Q9BQE9_OID31421_v1_Oncology_II.tar,syn52363036
BCR_P11274_OID20558_v1_Inflammation.tar,syn51469058
BDNF_P23560_OID30373_v1_Cardiometabolic_II.tar,syn52362065
BECN1_Q14457_OID30220_v1_Cardiometabolic_II.tar,syn52361970
BEX3_Q00994_OID31202_v1_Oncology_II.tar,syn52361260
BGLAP_P02818_OID30389_v1_Cardiometabolic_II.tar,syn52362521
BGN_P21810_OID21198_v1_Oncology.tar,syn51471385
BHLHE40_O14503_OID30873_v1_Neurology_II.tar,syn52363582
BHMT2_Q9H2M3_OID30051_v1_Cardiometabolic_II.tar,syn52362462
BID_P55957_OID20517_v1_Inflammation.tar,syn51469617
BIN2_Q9UBW5_OID21067_v1_Neurology.tar,syn51470232
BIRC2_Q13490_OID21217_v1_Oncology.tar,syn51471445
BLMH_Q13867_OID20336_v1_Cardiometabolic.tar,syn51469032
BLNK_Q8WV28_OID30541_v1_Inflammation_II.tar,syn52362578
BLOC1S2_Q6QNY1_OID30856_v1_Neurology_II.tar,syn52361269
BLOC1S3_Q6QNY0_OID31106_v1_Neurology_II.tar,syn52361352
BLVRB_P30043_OID21141_v1_Neurology.tar,syn51469870
BMP10_O95393_OID30575_v1_Inflammation_II.tar,syn52361835
BMP4_P12644_OID20994_v1_Neurology.tar,syn51471070
BMP6_P22004_OID20111_v1_Cardiometabolic.tar,syn51468606
BMPER_Q8N8U9_OID30615_v1_Inflammation_II.tar,syn52361928
BNIP2_Q12982_OID30292_v1_Cardiometabolic_II.tar,syn52362229
BNIP3L_O60238_OID30525_v1_Inflammation_II.tar,syn52362866
BOC_Q9BWV1_OID20116_v1_Cardiometabolic.tar,syn51468772
BOLA1_Q9Y3E2_OID30837_v1_Neurology_II.tar,syn52361865
BOLA2_BOLA2B_Q9H3K6_OID30267_v1_Cardiometabolic_II.tar,syn52361691
BPIFA2_Q96DR5_OID30279_v1_Cardiometabolic_II.tar,syn52362807
BPIFB1_Q8TDL5_OID20308_v1_Cardiometabolic.tar,syn51468865
BPIFB2_Q8N4F0_OID30311_v1_Cardiometabolic_II.tar,syn52362951
BRAP_Q7Z569_OID31506_v1_Oncology_II.tar,syn52362339
BRD1_O95696_OID31259_v1_Oncology_II.tar,syn52363522
BRD2_P25440_OID30826_v1_Neurology_II.tar,syn52361478
BRD3_Q15059_OID30093_v1_Cardiometabolic_II.tar,syn52363663
BRDT_Q58F21_OID30179_v1_Cardiometabolic_II.tar,syn52361467
BRK1_Q8WUW1_OID20883_v1_Neurology.tar,syn51469936
BRME1_Q0VDD7_OID30847_v1_Neurology_II.tar,syn52361790
BRSK2_Q8IWQ3_OID31042_v1_Neurology_II.tar,syn52362724
BSG_P35613_OID20626_v1_Inflammation.tar,syn51471145
BSND_Q8WZ55_OID31184_v1_Oncology_II.tar,syn52361365
BST1_Q10588_OID21051_v1_Neurology.tar,syn51471040
BST2_Q10589_OID21029_v1_Neurology.tar,syn51470980
BTC_P35070_OID21199_v1_Oncology.tar,syn51471323
BTD_P43251_OID30754_v1_Inflammation_II.tar,syn52362517
BTLA_Q7Z6A9_OID31237_v1_Oncology_II.tar,syn52362987
BTN1A1_Q13410_OID31363_v1_Oncology_II.tar,syn52362950
BTN2A1_Q7KYR7_OID20713_v1_Inflammation.tar,syn51471278
BTN3A2_P78410_OID20540_v1_Inflammation.tar,syn51471154
BTNL10_A8MVZ5_OID31196_v1_Oncology_II.tar,syn52361298
C19orf12_Q9NSK7_OID20804_v1_Neurology.tar,syn51468710
C1GALT1C1_Q96EU7_OID30180_v1_Cardiometabolic_II.tar,syn52362471
C1QA_P02745_OID20654_v1_Inflammation.tar,syn51471371
C1QBP_Q07021_OID31007_v1_Neurology_II.tar,syn52363521
C1QL2_Q7Z5L3_OID30515_v1_Inflammation_II.tar,syn52361445
C1QTNF1_Q9BXJ1_OID20367_v1_Cardiometabolic.tar,syn51470510
C1QTNF5_Q9BXJ0_OID30618_v1_Inflammation_II.tar,syn52361853
C1QTNF6_Q9BXI9_OID31049_v1_Neurology_II.tar,syn52361491
C1QTNF9_P0C862_OID30620_v1_Inflammation_II.tar,syn52361515
C1RL_Q9NZP8_OID30721_v1_Inflammation_II.tar,syn52361656
C1R_P00736_OID30753_v1_Inflammation_II.tar,syn52362314
C1S_P09871_OID30731_v1_Inflammation_II.tar,syn52362466
C2CD2L_O14523_OID20864_v1_Neurology.tar,syn51470991
C2_P06681_OID20410_v1_Cardiometabolic.tar,syn51469688
C2orf69_Q8N8R5_OID30883_v1_Neurology_II.tar,syn52362857
C3_P01024_OID30776_v1_Inflammation_II.tar,syn52362034
C4BPB_P20851_OID21481_v1_Oncology.tar,syn51469005
C5_P01031_OID30744_v1_Inflammation_II.tar,syn52362176
C7_P10643_OID30766_v1_Inflammation_II.tar,syn52362935
C7orf50_Q9BRJ6_OID31095_v1_Neurology_II.tar,syn52363472
C8B_P07358_OID30719_v1_Inflammation_II.tar,syn52362188
C9_P02748_OID30698_v1_Inflammation_II.tar,syn52362552
C9orf40_Q8IXQ3_OID31489_v1_Oncology_II.tar,syn52362945
CA11_O75493_OID21195_v1_Oncology.tar,syn51470323
CA12_O43570_OID21344_v1_Oncology.tar,syn51470219
CA13_Q8N1Q1_OID20225_v1_Cardiometabolic.tar,syn51468412
CA14_Q9ULX7_OID21401_v1_Oncology.tar,syn51471249
CA1_P00915_OID20409_v1_Cardiometabolic.tar,syn51470291
CA2_P00918_OID21149_v1_Neurology.tar,syn51469898
CA3_P07451_OID20271_v1_Cardiometabolic.tar,syn51468475
CA4_P22748_OID20241_v1_Cardiometabolic.tar,syn51468788
CA5A_P35218_OID20075_v1_Cardiometabolic.tar,syn51469169
CA6_P23280_OID21096_v1_Neurology.tar,syn51471356
CA7_P43166_OID31265_v1_Oncology_II.tar,syn52361341
CA8_P35219_OID30482_v1_Inflammation_II.tar,syn52362651
CA9_Q16790_OID21417_v1_Oncology.tar,syn51468694
CABP2_Q9NPB3_OID30916_v1_Neurology_II.tar,syn52361832
CACNA1C_Q13936_OID30840_v1_Neurology_II.tar,syn52363476
CACNA1H_O95180_OID30064_v1_Cardiometabolic_II.tar,syn52362830
CACNB1_Q02641_OID30820_v1_Neurology_II.tar,syn52362782
CACNB3_P54284_OID31039_v1_Neurology_II.tar,syn52363592
CACYBP_Q9HB71_OID30649_v1_Inflammation_II.tar,syn52362347
CADPS_Q9ULU8_OID30915_v1_Neurology_II.tar,syn52363213
CALB1_P05937_OID21306_v1_Oncology.tar,syn51468413
CALB2_P22676_OID20801_v1_Neurology.tar,syn51469591
CALCA_P01258_OID20983_v1_Neurology.tar,syn51470097
CALCB_P10092_OID31100_v1_Neurology_II.tar,syn52361354
CALCOCO1_Q9P1Z2_OID21387_v1_Oncology.tar,syn51470747
CALCOCO2_Q13137_OID30249_v1_Cardiometabolic_II.tar,syn52362621
CALY_Q9NYX4_OID30144_v1_Cardiometabolic_II.tar,syn52361540
CAMKK1_Q8N5S9_OID21182_v1_Oncology.tar,syn51470753
CAMLG_P49069_OID30952_v1_Neurology_II.tar,syn52363119
CAMSAP1_Q5T5Y3_OID31070_v1_Neurology_II.tar,syn52362274
CANT1_Q8WVQ1_OID20181_v1_Cardiometabolic.tar,syn51468657
CAPG_P40121_OID21431_v1_Oncology.tar,syn51469268
CAPN3_P20807_OID31384_v1_Oncology_II.tar,syn52361534
CAPS_Q13938_OID31126_v1_Neurology_II.tar,syn52362639
CARHSP1_Q9Y2V2_OID20859_v1_Neurology.tar,syn51469327
CASC3_O15234_OID30921_v1_Neurology_II.tar,syn52362997
CASP10_Q92851_OID20893_v1_Neurology.tar,syn51469344
CASP1_P29466_OID20854_v1_Neurology.tar,syn51470810
CASP2_P42575_OID20555_v1_Inflammation.tar,syn51471295
CASP3_P42574_OID20305_v1_Cardiometabolic.tar,syn51470489
CASP4_P49662_OID31276_v1_Oncology_II.tar,syn52363542
CASP7_P55210_OID31135_v1_Neurology_II.tar,syn52362781
CASP8_Q14790_OID21414_v1_Oncology.tar,syn51468787
CASP9_P55211_OID30530_v1_Inflammation_II.tar,syn52362026
CASQ2_O14958_OID30063_v1_Cardiometabolic_II.tar,syn52362112
CAT_P04040_OID30712_v1_Inflammation_II.tar,syn52361254
CBLIF_P27352_OID20179_v1_Cardiometabolic.tar,syn51470926
CBLN1_P23435_OID30851_v1_Neurology_II.tar,syn52361680
CBLN4_Q9NTU7_OID21386_v1_Oncology.tar,syn51469466
CBS_P35520_OID30200_v1_Cardiometabolic_II.tar,syn52362571
CBX2_Q14781_OID30177_v1_Cardiometabolic_II.tar,syn52361960
CC2D1A_Q6P1N0_OID20958_v1_Neurology.tar,syn51468517
CCAR2_Q8N163_OID31077_v1_Neurology_II.tar,syn52363501
CCDC134_Q9H6E4_OID31413_v1_Oncology_II.tar,syn52361544
CCDC28A_Q8IWP9_OID30973_v1_Neurology_II.tar,syn52362474
CCDC50_Q8IVM0_OID31001_v1_Neurology_II.tar,syn52361604
CCDC80_Q76M96_OID20226_v1_Cardiometabolic.tar,syn51471204
CCER2_I3L3R5_OID30221_v1_Cardiometabolic_II.tar,syn52361493
CCL11_P51671_OID20668_v1_Inflammation.tar,syn51468864
CCL13_Q99616_OID20655_v1_Inflammation.tar,syn51470390
CCL14_Q16627_OID20401_v1_Cardiometabolic.tar,syn51469233
CCL15_Q16663_OID20328_v1_Cardiometabolic.tar,syn51470271
CCL16_O15467_OID20334_v1_Cardiometabolic.tar,syn51469581
CCL17_Q92583_OID20745_v1_Inflammation.tar,syn51468607
CCL18_P55774_OID20395_v1_Cardiometabolic.tar,syn51470901
CCL19_Q99731_OID21030_v1_Neurology.tar,syn51469963
CCL20_P78556_OID20671_v1_Inflammation.tar,syn51470739
CCL21_O00585_OID20686_v1_Inflammation.tar,syn51468776
CCL22_O00626_OID20765_v1_Inflammation.tar,syn51469155
CCL23_P55773_OID20693_v1_Inflammation.tar,syn51471075
